Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
40,"K Katahira","The relation between reinforcement learning parameters and the influence of reinforcement history on choice behavior",2015,"Journal of Mathematical Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022249615000218","https://scholar.google.com/scholar?cites=2782049438564454819&as_sdt=2005&sciodt=0,5&hl=en",130,"2021-02-23 14:50:47","HTML","","","",,,,,40,6.67,40,1,6,"… formation of history dependence. Previous article in issue; Next article in issue. Keywords. Reinforcement learning. History dependence. Regression model. Model-based analysis. 1. Introduction. Reinforcement learning (RL) models …"
241,"PR Roelfsema, A Ooyen","Attention-gated reinforcement learning of internal representations for classification",2005,"Neural computation","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/0899766054615699?casa_token=rpadj0SK6hkAAAAA:KESDaSFLqGKHwNRUHzmGeFuNzEV_ZP5jmgQgp245B_R9G3T8de4mVlbNEjQbtnQYmYnJgMFeV1_c","https://scholar.google.com/scholar?cites=8519700173543148627&as_sdt=2005&sciodt=0,5&hl=en",131,"2021-02-23 14:50:47","","","","",,,,,241,15.06,121,2,16,"… AGREL provides a new theoretical link between supervised learning and biologically inspired reinforcement learning theories … In a neurobiolog- ical model, connections should be changed on the basis of information that is available locally, at the synapse …"
0,"C Liao, AC Kwan","Applying Reinforcement Learning to Rodent Stress Research",2021,"Chronic Stress","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/2470547020984732","",132,"2021-02-23 14:50:47","","","","",,,,,0,0.00,0,2,1,"… Copy to clipboard. Format, Tips on citation download. Download Citation. Download article citation data for: Applying Reinforcement Learning to Rodent Stress Research. Clara Liao and Alex C. Kwan. Chronic Stress 2021 10.1177/2470547020984732. Download Citation …"
2,"JA Brewer, A Roy, A Deluty, T Liu, EA Hoge","Can mindfulness mechanistically target worry to improve sleep disturbances? Theory and study protocol for app-based anxiety program.",2020,"Health Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2020-60656-006","https://scholar.google.com/scholar?cites=8644283669274005938&as_sdt=2005&sciodt=0,5&hl=en",133,"2021-02-23 14:50:47","","","","",,,,,2,2.00,0,5,1,"… and app-based mindfulness trainings that share a core underlying mechanism (reinforcement learning) that have … are asked, “How likely are you to recommend the Unwinding Anxiety app to a … analysis of variance and using a random-effect generalized linear model estimated by …"
69,"M Solomon, AC Smith, MJ Frank, S Ly…","Probabilistic reinforcement learning in adults with autism spectrum disorders",2011,"Autism …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/aur.177?casa_token=SNdf6mfeXTkAAAAA:XhCaSpaV18xhXofqQOzNRoOdENGwcs_o6saRY51oyXf2pB8zEiFO4N8_Buw6upH0jIKV6QPD-VdANGk","https://scholar.google.com/scholar?cites=16281290476720193813&as_sdt=2005&sciodt=0,5&hl=en",134,"2021-02-23 14:50:47","","","","",,,,,69,6.90,14,5,10,"… In one prominent systems level computational model of reinforcement learning [Frank & Claus, 2006], the OFC is thought to receive signals from the basal ganglia, and to store very short term “working memories” of the reward value of actions …"
911,"K Doya","Complementary roles of basal ganglia and cerebellum in learning and motor control",2000,"Current opinion in neurobiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959438800001537?casa_token=F8VWDtvYe1cAAAAA:zlf9xIlxlXgoPFJoJyA4fYIcuxC7tYnvNefAF8XE_WsTNeXZ-4b0113EpHeLXjfD7DlLPRcuaQ","https://scholar.google.com/scholar?cites=9924586073718178045&as_sdt=2005&sciodt=0,5&hl=en",135,"2021-02-23 14:50:47","HTML","","","",,,,,911,43.38,911,1,21,"… prediction of future reward has been the main issue in the computational theory of … of the cortico-basal ganglia loop and the possible roles of its components in a reinforcement learning model … The above RL model predicts that there should be different plastic mechanisms for the …"
106,"G Lefebvre, M Lebreton, F Meyniel…","Behavioural and neural characterization of optimistic reinforcement learning",2017,"Nature Human …","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41562-017-0067&casa_token=9u4KJ_ULIRcAAAAA:YM_L61anj-zUPQXdpXNNz8Ry9w00gAOixT-gq1U2nP95KYe4Hh8F6e8mBAZ6fXwuK5k1Nw3L6Lbc0VrP","https://scholar.google.com/scholar?cites=13856642210206415610&as_sdt=2005&sciodt=0,5&hl=en",136,"2021-02-23 14:50:47","HTML","","","",,,,,106,26.50,27,4,4,"… The first model (a standard reinforcement learning (RL) algorithm) confounded individual learning rates for positive and negative feedback, and the second one differentiated them, potentially accounting for learning asymmetries …"
23,"JA Li, D Dong, Z Wei, Y Liu, Y Pan, F Nori…","Quantum reinforcement learning during human decision-making",2020,"Nature human …","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41562-019-0804-2&casa_token=_-kOBdO73_kAAAAA:y-q7U4h3OCeMg85zv5BTlYFtPTOi0-7vyQcYM5sjoVysmNXb2a3U2-cpTsSt1I8bllzJMWSZXgRAEhdM","https://scholar.google.com/scholar?cites=762463423964357227&as_sdt=2005&sciodt=0,5&hl=en",137,"2021-02-23 14:50:47","HTML","","","",,,,,23,23.00,3,7,1,"Classical reinforcement learning (CRL) has been widely applied in neuroscience and psychology; however, quantum reinforcement learning (QRL), which shows superior performance in computer simulations, has never been empirically tested on human decision-making. Moreover …"
2,"JO Linke, G Koppe, V Scholz, P Kanske…","Aberrant probabilistic reinforcement learning in first-degree relatives of individuals with bipolar disorder",2020,"Journal of affective …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165032719315940?casa_token=1JTaNiR-KxgAAAAA:BiCwlUmP24ZSEmtWPbZ0ttmvRe4xJHIXQ_NnMwy5bDuTXGEOoXbk2DexHE9hrqkUVD-U_R-sXQ","https://scholar.google.com/scholar?cites=11511551932083108412&as_sdt=2005&sciodt=0,5&hl=en",138,"2021-02-23 14:50:47","HTML","","","",,,,,2,2.00,0,5,1,"… Moreover, REL reported additional cases of major depression (n = =18), ADHD (n = =1), anxiety (n = =5) and alcohol use … Computational modeling. Learning of reward contingencies was assessed through a reinforcement learning model (Chase et al., 2010; Frank et al., 2007 …"
54,"T Chen, W Su","Indirect customer-to-customer energy trading with reinforcement learning",2018,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8412581/?casa_token=4vtRYDaI3loAAAAA:2u81QNMQwVaxgjQRlBRj5bmGK6piCTsZvPG9-BMg1ZOHsLu6u2rTaYNAUlYLXRybLhSFECmt","https://scholar.google.com/scholar?cites=13095731655304947856&as_sdt=2005&sciodt=0,5&hl=en",139,"2021-02-23 14:50:47","","","","",,,,,54,18.00,27,2,3,"… Some economic concepts, like search friction, related to this kind of typical search cost involved market model are also discussed. Index Terms—Event-driven market, energy trading, Markov decision process, reinforcement learning …"
50,"G Viejo, M Khamassi, A Brovelli…","Modeling choice and reaction time during arbitrary visuomotor learning through the coordination of adaptive working memory and reinforcement learning",2015,"Frontiers in behavioral …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnbeh.2015.00225/full","https://scholar.google.com/scholar?cites=4992689070929864507&as_sdt=2005&sciodt=0,5&hl=en",140,"2021-02-23 14:50:47","HTML","","","",,,,,50,8.33,13,4,6,"… Computational formulations of goal-directed and habitual processes model them as distinct and complementary reinforcement learning (RL) “strategies” (Doya, 1999; Daw et al., 2005; Redish et al., 2008; Dollé et al., 2010; Keramati et al., 2011; Collins and Frank, 2012 …"
8,"D Lopez-Martinez, P Eschenfeldt…","Deep reinforcement learning for optimal critical care pain management with morphine using dueling double-deep Q networks",2019,"2019 41st Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8857295/?casa_token=eD_2SeAK1woAAAAA:_K8y43BCaY7ZkMGbjcpR7txiMJMerFCHc5FFvn2IYvfbInJBqr0Yu1RVP-Z3YsfWIvjl2vve","https://scholar.google.com/scholar?cites=1201152910874464618&as_sdt=2005&sciodt=0,5&hl=en",141,"2021-02-23 14:50:47","","","","",,,,,8,4.00,3,3,2,"… a novel approach for the au- tomatic dosing of analgesics based on deep reinforcement learning … effects, such as those related to unrelieved pain and respiratory depression respectively. Our model aims to learn clinically interpretable optimal treatment policies and recommend …"
39,"SJ Bishop, C Gagne","Anxiety, depression, and decision making: a computational perspective",2018,"Annual review of neuroscience","annualreviews.org","https://www.annualreviews.org/eprint/GFmWhAHQayBykkuTzZGK/full/10.1146/annurev-neuro-080317-062007","https://scholar.google.com/scholar?cites=3353353652437723301&as_sdt=2005&sciodt=0,5&hl=en",142,"2021-02-23 14:50:47","","","","",,,,,39,13.00,20,2,3,"… investigate the influences of anxiety and depression on the component computational processes that … anxiety and depression might affect action values is through model-free learning … and the anhedonic depression subscales of the Mood and Anxiety Symptom Questionnaire …"
7,"T Kim, RA Capps, KC Hamade, WH Barnett…","The functional role of striatal cholinergic interneurons in reinforcement learning from computational perspective",2019,"Frontiers in neural …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fncir.2019.00010/full","https://scholar.google.com/scholar?cites=1780594733680987178&as_sdt=2005&sciodt=0,5&hl=en",143,"2021-02-23 14:50:47","HTML","","","",,,,,7,3.50,1,5,2,"… term potentiation, and inappropriate actions are suppressed by long-term depression (Frank, 2005 … we integrate the results of previous studies into a computational model that includes TANs and highlight their role in propagating reward information during reinforcement learning …"
76,"J Cockburn, AGE Collins, MJ Frank","A reinforcement learning mechanism responsible for the valuation of free choice",2014,"Neuron","Elsevier","https://www.sciencedirect.com/science/article/pii/S0896627314005819","https://scholar.google.com/scholar?cites=2453625977322580682&as_sdt=2005&sciodt=0,5&hl=en",144,"2021-02-23 14:50:47","HTML","","","",,,,,76,10.86,25,3,7,"… We aimed to determine whether a computational mechanism summarizing reinforcement learning (RL) processes in the basal ganglia (BG) could explain these findings … We formalized the behavioral implications of our hypothesis using a computational model of striatal RL …"
31,"P Smittenaar, G Prichard, THB FitzGerald…","Transcranial direct current stimulation of right dorsolateral prefrontal cortex does not affect model-based or model-free reinforcement learning in humans",2014,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0086850","https://scholar.google.com/scholar?cites=17244314994482686181&as_sdt=2005&sciodt=0,5&hl=en",145,"2021-02-23 14:50:47","HTML","","","",,,,,31,4.43,8,4,7,"… Prefrontal Cortex Does Not Affect Model-Based or Model-Free Reinforcement Learning in Humans … behavior based on these alone, trading a minimum of computational effort against … Model-based control, by contrast, dynamically computes optimal actions by forward planning, a …"
62,"L Wang, W Zhang, X He, H Zha","Supervised reinforcement learning with recurrent neural network for dynamic treatment recommendation",2018,"Proceedings of the 24th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3219819.3219961?casa_token=MjsLwUNu7acAAAAA:0MK_Zp3Q5-qX7BTYqOXJpaR0PJ9qJXPkWlAbPSzf0RQ_kl7aBQKax9ZqZ2GYWDooLOfsdFBiZl7M","https://scholar.google.com/scholar?cites=17267038105575681242&as_sdt=2005&sciodt=0,5&hl=en",146,"2021-02-23 14:50:47","","","","",,,,,62,20.67,16,4,3,"… In addition, Wang et al. [36] utilized a trilinear model to integrate multi-source patient … Reinforcement learning for prescription gives the treatments by maximizing the cumulated reward, where the reward can be assessment scores of disease or survival rates of patients. Daniel et …"
36,"MT Treadway","The neurobiology of motivational deficits in depression—an update on candidate pathomechanisms",2015,"Behavioral Neuroscience of Motivation","Springer","https://link.springer.com/chapter/10.1007/7854_2015_400","https://scholar.google.com/scholar?cites=10721892788029587962&as_sdt=2005&sciodt=0,5&hl=en",147,"2021-02-23 14:50:47","","","","",,,,,36,6.00,36,1,6,"… approach behavior, including motivation, enjoyment, optimism, and positive mood states … that may be partially responsible for motivational and reinforcement learning impairments observed in … Growing evidence from preclinical and computational modeling work suggests that …"
67,"J Park, JY Lee, D Yoo…","Distort-and-recover: Color enhancement using deep reinforcement learning",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Park_Distort-and-Recover_Color_Enhancement_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=9992349253790034946&as_sdt=2005&sciodt=0,5&hl=en",148,"2021-02-23 14:50:47","","","","",,,,,67,22.33,17,4,3,"Distort-and-Recover: Color Enhancement using Deep Reinforcement Learning … deep rein- forcement learning (DRL) based method for color enhance- ment to explicitly model the step … users, but the filters only perform predefined operations regardless of the context or mood of a …"
4,"D Fengqian, L Chao","An adaptive financial trading system using deep reinforcement learning with candlestick decomposing features",2020,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9044812/","https://scholar.google.com/scholar?cites=2372466744624191555&as_sdt=2005&sciodt=0,5&hl=en",149,"2021-02-23 14:50:47","","","","",,,,,4,4.00,2,2,1,"… INDEX TERMS Deep reinforcement learning, K-line decomposing, clustering, trading system … On the other hand, it can greatly reduce the influence of traders' mood swings and … of every financial trader and strategy researcher to train an automated trading model through artificial …"
41,"MJ Frank","Schizophrenia: a computational reinforcement learning perspective",2008,"Schizophrenia bulletin","academic.oup.com","https://academic.oup.com/schizophreniabulletin/article-abstract/34/6/1008/1943244","https://scholar.google.com/scholar?cites=12915067499102488969&as_sdt=2005&sciodt=0,5&hl=en",150,"2021-02-23 14:50:47","","","","",,,,,41,3.15,41,1,13,"… prediction error signals are disrupted both with psychosis and delusions.37,38 In the same probabilistic reinforcement learning paradigm previously … is similar to that of nonmedicated PD patients.25 Interestingly, this same D2 mechanism in our computational model accounts for …"
16,"Z Zhang, Z Cheng, Z Lin, C Nie…","A neural network model for the orbitofrontal cortex and task space acquisition during reinforcement learning",2018,"PLOS Computational …","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005925&rev=2","https://scholar.google.com/scholar?cites=13955585659508525187&as_sdt=2005&sciodt=0,5&hl=en",151,"2021-02-23 14:50:47","HTML","","","",,,,,16,5.33,3,5,3,"… We further test our network with a two-stage decision making task. The task is similar to the Markov decision task used previously in several human fMRI studies and used to study the model-based reinforcement learning behavior in humans [6, 33–36] …"
40,"EH Patzelt, W Kool, AJ Millner, SJ Gershman","Incentives boost model-based control across a range of severity on several psychiatric constructs",2019,"Biological psychiatry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006322318316329?casa_token=qYFSSNM0buIAAAAA:F0eGxF3-uGdLAOJGo__r_aoSTRG7KkSDVZ2kjcrpnxKCx3vsNrpu5e8jDcx2yfmyMoCS-AI1Yw","https://scholar.google.com/scholar?cites=8287036667149930426&as_sdt=2005&sciodt=0,5&hl=en",152,"2021-02-23 14:50:47","HTML","","","",,,,,40,20.00,10,4,2,"… We fit a dual-controller reinforcement learning model and obtained a computational measure of … Many constructs showed decreases in model-based control as a function of severity, but a social withdrawal factor was positively correlated; alcohol use and social anxiety …"
78,"B Huebner","1.2 Implicit Bias, Reinforcement Learning, and Scaffolded Moral Cognition",2016,"","faculty.georgetown.edu","http://faculty.georgetown.edu/lbh24/BLSbias.pdf","https://scholar.google.com/scholar?cites=8466266282197786230&as_sdt=2005&sciodt=0,5&hl=en",153,"2021-02-23 14:50:47","PDF","","","",,,,,78,15.60,78,1,5,"Page 1. 1.2 Implicit Bias, Reinforcement Learning … A purely associative model would not predict either effect, though—as I argue below—there may be ways of explaining such effects using a computational model that makes a great deal of room for associative processing …"
7,"MF Zohora, MH Tania, MS Kaiser…","Forecasting the risk of type ii diabetes using reinforcement learning",2020,"2020 Joint 9th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9306653/","https://scholar.google.com/scholar?cites=11934097900265225109&as_sdt=2005&sciodt=0,5&hl=en",154,"2021-02-23 14:50:47","","","","",,,,,7,7.00,2,4,1,"… This model can also be easily used for the detection of other types of the … Kaiser, A. Hussain, and S. Vassanelli, “Applications of deep learning and reinforcement learning to biological … RM Khalil and A. Al-Jumaily, “Machine learning based prediction of depression among type 2 …"
95,"D Baras, R Meir","Reinforcement learning, spike-time-dependent plasticity, and the BCM rule",2007,"Neural Computation","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/neco.2007.19.8.2245?casa_token=oYkAEtaULdUAAAAA:1nfplEsBxGCnPWut0SBKn9FThl-AUc1vpmB2qCL7mmcgmTV2IaPkJGSsONnD4fnUwTuhAgXoXMDc","https://scholar.google.com/scholar?cites=8451010681883296012&as_sdt=2005&sciodt=0,5&hl=en",155,"2021-02-23 14:50:47","","","","",,,,,95,6.79,48,2,14,"… In reinforcement learning, this plasticity is influenced by an environmental signal, termed a reward, that directs the changes in appropriate directions … The approach is applicable to a broad class of neuronal models, including the Hodgkin-Huxley model …"
7,"LE Hunter, EA Meer, CM Gillan, M Hsu, ND Daw","Excessive deliberation in social anxiety",2019,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/522433v1.abstract","https://scholar.google.com/scholar?cites=13210384012309804627&as_sdt=2005&sciodt=0,5&hl=en",156,"2021-02-23 14:50:47","","","","",,,,,7,3.50,1,5,2,"… research has attempted to fill this gap by connecting these disorders to relatively well characterized neuro-computational systems, notably those that support reinforcement learning (RL) (Maia & … (2016) dataset revealed a small trend of increased model-based evaluation …"
184,"IV Serban, C Sankar, M Germain, S Zhang…","A deep reinforcement learning chatbot",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1709.02349","https://scholar.google.com/scholar?cites=13544493882042939542&as_sdt=2005&sciodt=0,5&hl=en",157,"2021-02-23 14:50:47","","","","",,,,,184,46.00,37,5,4,"… In addition, the computational resources, technical support and financial support provided by Amazon … In particular, we propose a novel reinforcement learning procedure, based on estimating a Markov … no priority responses, the response is selected by the model selection policy …"
26,"AY Dombrovski, K Szanto, L Clark…","Corticostriatothalamic reward prediction error signals and executive control in late-life depression",2015,"Psychological …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4380546/","https://scholar.google.com/scholar?cites=2403987196991533291&as_sdt=2005&sciodt=0,5&hl=en",158,"2021-02-23 14:50:47","HTML","","","",,,,,26,4.33,7,4,6,"… Using a computational model, we estimated neural and behavioral responses to reinforcement in an … Variants of this simple learning rule underlie all reinforcement learning models (Sutton and Barto … In human imaging, the degree of co-variation between model-estimated reward …"
33,"T Shindou, M Shindou, S Watanabe…","A silent eligibility trace enables dopamine‐dependent synaptic plasticity for reinforcement learning in the mouse striatum",2019,"European Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.13921","https://scholar.google.com/scholar?cites=17193036186905720876&as_sdt=2005&sciodt=0,5&hl=en",159,"2021-02-23 14:50:47","","","","",,,,,33,16.50,8,4,2,"… was hidden by long‐term depression occurring concurrently and was unmasked when long‐term depression blocked an L … Dopamine‐dependent synaptic plasticity in the corticostriatal pathway has been proposed as a cellular model for reinforcement learning (Reynolds et al …"
10,"PB Sharp, E Eldar","Computational models of anxiety: nascent efforts and future directions",2019,"Current Directions in Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0963721418818441?casa_token=ZMLG9MDDuuoAAAAA:iAbiW4h3OslSUdjgVFYsKtgRggvQ8Lcj5FIZEJfUxlf3hx3kiTSr4p-kVbQIlKW5xDsOuBooU8_r","https://scholar.google.com/scholar?cites=3481444950984126956&as_sdt=2005&sciodt=0,5&hl=en",160,"2021-02-23 14:50:47","","","","",,,,,10,5.00,5,2,2,"… Format, Tips on citation download. Download Citation. Download article citation data for: Computational Models of Anxiety: Nascent Efforts and Future Directions. Paul B. Sharp and Eran Eldar. Current Directions in Psychological Science 2019 28:2, 170-176. Download Citation …"
37,"R Padmanabhan, N Meskin, WM Haddad","Closed-loop control of anesthesia and mean arterial pressure using reinforcement learning",2015,"Biomedical Signal Processing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809415000920?casa_token=Ty-x3xhqC5QAAAAA:xQphdSM8eWjBpLzQLWuqZ_ES0KbYCUpaCFdhHvxrGc9_PuN3sF_G-mHanKT0LebGkKZKba0NYQ","https://scholar.google.com/scholar?cites=11976377128567701729&as_sdt=2005&sciodt=0,5&hl=en",161,"2021-02-23 14:50:47","HTML","","","",,,,,37,6.17,12,3,6,"… rejection controllers can work well without an accurate system model in the … RL exploits the computational efficiency and speed of digital computers to stochastically … Reinforcement learning-based feedback control methods have demonstrated promising performance in robot …"
3,"E Gamborino, LC Fu","Interactive Reinforcement Learning based Assistive Robot for the Emotional Support of Children",2018,"2018 18th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8571998/?casa_token=Q7eCEAl-YdQAAAAA:Bos0cHyPTxUb0uCVkiunuH9pEfx41oVw7wX2JbmMI3qDIpc3g48t-veoEhDEThpJcAtpRWHi","https://scholar.google.com/scholar?cites=10503860105932835288&as_sdt=2005&sciodt=0,5&hl=en",162,"2021-02-23 14:50:47","","","","",,,,,3,1.00,2,2,3,"… 5) [1, 9], a robotic companion used to mitigate anxiety, stress and pain in pediatric patients by engaging them in playful interactions … 3. PROPOSED METHODOLOGY 3.1 Emotion-Based State Classification To model this task as a Reinforcement Learning problem, the first …"
39,"I Casanueva, P Budzianowski, PH Su, N Mrkšić…","A benchmarking environment for reinforcement learning based task oriented dialogue management",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1711.11023","https://scholar.google.com/scholar?cites=7698302969227398975&as_sdt=2005&sciodt=0,5&hl=en",163,"2021-02-23 14:50:47","","","","",,,,,39,9.75,8,5,4,"… a set of representative parametric algorithms, namely deep reinforcement learning algorithms - DQN … Model type non-parametric parametric parametric parametric value-based value … Policy function Experience replay Trained by backpropagation Computational complexity cubic …"
6,"A Kaplan, AD Mizrahi-Kliger, Z Israel, A Adler…","Dissociable roles of ventral pallidum neurons in the basal ganglia reinforcement learning network",2020,"Nature …","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41593-020-0605-y&casa_token=4aOGRSDYY0AAAAAA:UiafIaI_RibVS3cK_x2-nqWFmqSACTheBbXN7MlWYCkA3GkL6IvB74ZPPs4oOZjY0qnT5ogNpwO8abBC","https://scholar.google.com/scholar?cites=10189643908961537072&as_sdt=2005&sciodt=0,5&hl=en",164,"2021-02-23 14:50:47","HTML","","","",,,,,6,6.00,1,5,1,"… transient population displayed phasic synchronized responses that were correlated with the rate of learning and the reinforcement learning model's prediction error … Computational models of the basal ganglia (BG) view it as an actor–critic reinforcement learning (RL) network …"
98,"E Eldar, Y Niv","Interaction between emotional state and learning underlies mood instability",2015,"Nature communications","nature.com","https://www.nature.com/articles/ncomms7149","https://scholar.google.com/scholar?cites=1764557720343919062&as_sdt=2005&sciodt=0,5&hl=en",165,"2021-02-23 14:50:47","HTML","","","",,,,,98,16.33,49,2,6,"… A computational model suggests that such a bidirectional interaction between perceived outcomes and emotional state may, in fact, generate mood instability. Results and Discussion. The effect of wheel of fortune outcomes on emotional state …"
38,"SF White, M Geraci, E Lewis, J Leshin…","Prediction error representation in individuals with generalized anxiety disorder during passive avoidance",2017,"American Journal of …","Am Psychiatric Assoc","https://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2016.15111410","https://scholar.google.com/scholar?cites=4737270252203044201&as_sdt=2005&sciodt=0,5&hl=en",166,"2021-02-23 14:50:47","","","","",,,,,38,9.50,8,5,4,"… The Medical Mind Podcast. Topics: Coronavirus / COVID-19; Bipolar Disorder; Depression (MDD); Gun Violence; Schizophrenia. International; CME; My POL; More: Sign In. SearchSearch Advanced Search. Advanced Search. Sections …"
82,"DM Olvet, G Hajcak","The effect of trial-to-trial feedback on the error-related negativity and its relationship with anxiety",2009,"Cognitive, Affective, & Behavioral Neuroscience","Springer","https://link.springer.com/article/10.3758/CABN.9.4.427","https://scholar.google.com/scholar?cites=6269118338610299195&as_sdt=2005&sciodt=0,5&hl=en",167,"2021-02-23 14:50:47","","","","",,,,,82,6.83,41,2,12,"… behavioral and ERP data were statistically evaluated using SPSS General Linear Model software (Version … Two promi- nent computational models of the ERN suggest that the … The neural basis of human error processing: Reinforcement learning, dopamine, and the error- related …"
64,"K Morita, M Morishima, K Sakai, Y Kawaguchi","Reinforcement learning: computing the temporal difference of values via distinct corticostriatal pathways",2012,"Trends in neurosciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166223612000719?casa_token=9UDWkBwGUigAAAAA:vSe31hPVEYPOdv8Rr_Q1LTU2H6es2yhm-tIGMrQjqM6UjutPEtk16koRRFr011YzAnNId2Yc1w","https://scholar.google.com/scholar?cites=12055919771328923070&as_sdt=2005&sciodt=0,5&hl=en",168,"2021-02-23 14:50:47","HTML","","","",,,,,64,7.11,16,4,9,"… Opinion. Reinforcement learning: computing the temporal difference of values via distinct corticostriatal pathways … Previous article in issue; Next article in issue. Keywords. reinforcement learning. reward prediction error. dopamine. basal ganglia. cortical microcircuit. serotonin …"
111,"NR Lighthall, MA Gorlick, A Schoeke…","Stress modulates reinforcement learning in younger and older adults.",2013,"Psychology and …","psycnet.apa.org","https://psycnet.apa.org/doiLanding?doi=10.1037/a0029823","https://scholar.google.com/scholar?cites=8200051384771535455&as_sdt=2005&sciodt=0,5&hl=en",169,"2021-02-23 14:50:47","","","","",,,,,111,13.88,28,4,8,"… 28, No. 1, 35–46. Stress Modulates Reinforcement Learning in Younger and Older Adults … Lighthall, NR, Gorlick, MA, Schoeke, A., Frank, MJ, & Mather, M. (2013). Stress modulates reinforcement learning in younger and older adults. Psychology and Aging, 28(1), 35-46 …"
30,"M Cella, AJ Bishara, E Medin, S Swan…","Identifying cognitive remediation change through computational modelling—Effects on reinforcement learning in schizophrenia",2014,"Schizophrenia …","academic.oup.com","https://academic.oup.com/schizophreniabulletin/article-abstract/40/6/1422/1851372","https://scholar.google.com/scholar?cites=1990310785800538098&as_sdt=2005&sciodt=0,5&hl=en",170,"2021-02-23 14:50:47","","","","",,,,,30,4.29,6,5,7,"… Article Navigation. Identifying Cognitive Remediation Change Through Computational Modelling—Effects on Reinforcement Learning in Schizophrenia. Matteo Cella, Matteo Cella *. 1 Department of Psychology, Institute of Psychiatry …"
34,"SA Neymotin, GL Chadderdon, CC Kerr, JT Francis…","Reinforcement learning of two-joint virtual arm reaching in a computer model of sensorimotor cortex",2013,"Neural …","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/NECO_a_00521?casa_token=Pros6gJYGUcAAAAA:Pf_4sDQ1X34qTpkvWVWUOoMv2F4UzfjuadPfo-qp2k4qf6tG-sPgzNHgewaYUJMVH-gLfDLss-0","https://scholar.google.com/scholar?cites=6753261280330575008&as_sdt=2005&sciodt=0,5&hl=en",171,"2021-02-23 14:50:47","","","","",,,,,34,4.25,7,5,8,"… Computational modeling of biologically realistic neuronal networks can aid in validating theories of … learning models of spiking neurons using a goal-driven or reinforcement learning signal have … This letter extends our previous efforts to create a spiking neuronal model of cortical …"
349,"VB Gradin, P Kumar, G Waiter, T Ahearn, C Stickle…","Expected value and prediction error abnormalities in depression and schizophrenia",2011,"Brain","academic.oup.com","https://academic.oup.com/brain/article-abstract/134/6/1751/370689","https://scholar.google.com/scholar?cites=4351250382080371342&as_sdt=2005&sciodt=0,5&hl=en",172,"2021-02-23 14:50:47","","","","",,,,,349,34.90,58,6,10,"… prediction error (differences between expected and actual outcomes), with reinforcement learning theories being … To test this, we used model based functional magnetic resonance imaging and an … prediction errors and expected-reward values in patients with depression (n = 15 …"
