Include.exclude,Full text screened,Reason,Publication.Type,Authors_wos,Book.Authors,Book.Editors,Book.Group.Authors,Author.Full.Names,Book.Author.Full.Names,Group.Authors,Article.Title,Source.Title,Book.Series.Title,Book.Series.Subtitle,Language,Document.Type,Conference.Title,Conference.Date,Conference.Location,Conference.Sponsor,Conference.Host,Author.Keywords,Keywords.Plus,Abstract,Addresses,Reprint.Addresses,Email.Addresses,Researcher.Ids,ORCIDs,Funding.Orgs,Funding.Text,Cited.References,Cited.Reference.Count,Times.Cited..WoS.Core,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,Publisher,Publisher.City,Publisher.Address,ISSN,eISSN,ISBN,Journal.Abbreviation,Journal.ISO.Abbreviation,Publication.Date,Publication.Year_wos,Volume,Issue,Part.Number,Supplement,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Number.of.Pages,WoS.Categories,Research.Areas,IDS.Number,UT..Unique.WOS.ID.,Pubmed.Id,Open.Access.Designations,Highly.Cited.Status,Hot.Paper.Status,Date.of.Export,X,PMID,Authors_pubmed,Citation,First.Author,Journal.Book,Publication.Year_pubmed,Create.Date,PMCID,NIHMS.ID,ORN,VN,DB,SO,AU,PB,PT,FTURL,XL,OT,Authors,Year,Source,Publishergscholar,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOIgscholar
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,"50 Years Since the Marr, Ito, and Albus Models of the Cerebellum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.neuroscience.2020.06.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32599123,"Kawato M, Ohmae S, Hoang H, Sanger T.",Neuroscience. 2020 Jun 27:S0306-4522(20)30396-1. doi: 10.1016/j.neuroscience.2020.06.019. Online ahead of print.,Kawato M,Neuroscience,2020,30/06/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,"Clinical trial protocol, no control group",NA,NA,NA,NA,NA,NA,NA,NA,mHealth app using machine learning to increase physical activity in diabetes and depression: clinical trial protocol for the DIAMANTE Study,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1136/bmjopen-2019-034723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32819981,"Aguilera A, Figueroa CA, Hernandez-Ramos R, Sarkar U, Cemballi A, Gomez-Pathak L, Miramontes J, Yom-Tov E, Chakraborty B, Yan X, Xu J, Modiri A, Aggarwal J, Jay Williams J, Lyles CR.",BMJ Open. 2020 Aug 20;10(8):e034723. doi: 10.1136/bmjopen-2019-034723.,Aguilera A,BMJ Open,2020,22/08/2020,PMC7443305,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Association Between Interleukin-6 and Striatal Prediction-Error Signals Following Acute Stress in Healthy Female Participants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.biopsych.2017.02.1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28506437,"Treadway MT, Admon R, Arulpragasam AR, Mehta M, Douglas S, Vitaliano G, Olson DP, Cooper JA, Pizzagalli DA.",Biol Psychiatry. 2017 Oct 15;82(8):570-577. doi: 10.1016/j.biopsych.2017.02.1183. Epub 2017 Mar 28.,Treadway MT,Biol Psychiatry,2017,17/05/2017,PMC5610086,NIHMS876553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In alexithymia,NA,NA,NA,NA,NA,NA,NA,NA,Aberrant reward prediction error during Pavlovian appetitive learning in alexithymia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/scan/nsz089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31820808,"Starita F, Pietrelli M, Bertini C, di Pellegrino G.",Soc Cogn Affect Neurosci. 2019 Oct 1;14(10):1119-1129. doi: 10.1093/scan/nsz089.,Starita F,Soc Cogn Affect Neurosci,2019,11/12/2019,PMC6970149,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REPEAT OF ABOVE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reward and punishment reversal-learning in major depressive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1037/abn0000641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33001663,"Mukherjee D, Filipowicz ALS, Vo K, Satterthwaite TD, Kable JW.",J Abnorm Psychol. 2020 Nov;129(8):810-823. doi: 10.1037/abn0000641. Epub 2020 Oct 1.,Mukherjee D,J Abnorm Psychol,2020,01/10/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In schizophrenia,NA,NA,NA,NA,NA,NA,NA,NA,Ecological momentary assessment of negative symptoms in schizophrenia: Relationships to effort-based decision making and reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1037/abn0000240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27893230,"Moran EK, Culbreth AJ, Barch DM.",J Abnorm Psychol. 2017 Jan;126(1):96-105. doi: 10.1037/abn0000240. Epub 2016 Nov 28.,Moran EK,J Abnorm Psychol,2017,29/11/2016,PMC5433621,NIHMS857620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Not in human behaviour - about optimising treatment regimes,NA,NA,NA,NA,NA,NA,NA,NA,Prediction and tolerance intervals for dynamic treatment regimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1177/0962280217708662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28695763,"Lizotte DJ, Tahmasebi A.",Stat Methods Med Res. 2017 Aug;26(4):1611-1629. doi: 10.1177/0962280217708662. Epub 2017 Jul 11.,Lizotte DJ,Stat Methods Med Res,2017,12/07/2017,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In rodents,NA,NA,NA,NA,NA,NA,NA,NA,Comparison of conventional and rapid-acting antidepressants in a rodent probabilistic reversal learning task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1177/2398212820907177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32219179,"Wilkinson MP, Grogan JP, Mellor JR, Robinson ESJ.",Brain Neurosci Adv. 2020 Feb 23;4:2398212820907177. doi: 10.1177/2398212820907177. eCollection 2020 Jan-Dec.,Wilkinson MP,Brain Neurosci Adv,2020,29/03/2020,PMC7085917,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Neurocomputational mechanisms of reinforcement-guided learning in humans: a review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/cabn.8.2.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18589502,Cohen MX.,Cogn Affect Behav Neurosci. 2008 Jun;8(2):113-25. doi: 10.3758/cabn.8.2.113.,Cohen MX,Cogn Affect Behav Neurosci,2008,01/07/2008,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Dopamine-mediated reinforcement learning signals in the striatum and ventromedial prefrontal cortex underlie value-based choices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1523/JNEUROSCI.3904-10.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21289169,"Jocham G, Klein TA, Ullsperger M.",J Neurosci. 2011 Feb 2;31(5):1606-13. doi: 10.1523/JNEUROSCI.3904-10.2011.,Jocham G,J Neurosci,2011,04/02/2011,PMC6623749,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G Jocham, TA Klein, M Ullsperger",2011,Journal of Neuroscience,Soc Neuroscience,https://www.jneurosci.org/content/31/5/1606.short,"https://scholar.google.com/scholar?cites=12724464782967056881&as_sdt=2005&sciodt=0,5&hl=en",90,03/12/2020 13:53,,NA
0,0,In ADHD,NA,NA,NA,NA,NA,NA,NA,NA,Attention-deficit/hyperactivity disorder and the explore/exploit trade-off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41386-020-00881-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33040092,"Addicott MA, Pearson JM, Schechter JC, Sapyta JJ, Weiss MD, Kollins SH.",Neuropsychopharmacology. 2020 Oct 11. doi: 10.1038/s41386-020-00881-8. Online ahead of print.,Addicott MA,Neuropsychopharmacology,2020,11/10/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Momentary subjective well-being depends on learning and not reward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7554/eLife.57977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33200989,"Blain B, Rutledge RB.",Elife. 2020 Nov 17;9:e57977. doi: 10.7554/eLife.57977. Online ahead of print.,Blain B,Elife,2020,17/11/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In rodents,NA,NA,NA,NA,NA,NA,NA,NA,Non-action Learning: Saving Action-Associated Cost Serves as a Covert Reward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3389/fnbeh.2020.00141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33100979,"Tanimoto S, Kondo M, Morita K, Yoshida E, Matsuzaki M.",Front Behav Neurosci. 2020 Sep 4;14:141. doi: 10.3389/fnbeh.2020.00141. eCollection 2020.,Tanimoto S,Front Behav Neurosci,2020,26/10/2020,PMC7498735,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,The development of antisocial behavior: what can we learn from functional neuroimaging studies?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1017/S0954579408000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18838035,"Crowe SL, Blair RJ.",Dev Psychopathol. 2008 Fall;20(4):1145-59. doi: 10.1017/S0954579408000540.,Crowe SL,Dev Psychopathol,2008,08/10/2008,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,Meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,Reward-Processing Behavior in Depressed Participants Relative to Healthy Volunteers: A Systematic Review and Meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1001/jamapsychiatry.2020.2139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32725180,"Halahakoon DC, Kieslich K, O'Driscoll C, Nair A, Lewis G, Roiser JP.",JAMA Psychiatry. 2020 Jul 29:e202139. doi: 10.1001/jamapsychiatry.2020.2139. Online ahead of print.,Halahakoon DC,JAMA Psychiatry,2020,30/07/2020,PMC7391183,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,"Grid cells, place cells, and geodesic generalization for spatial reinforcement learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pcbi.1002235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22046115,"Gustafson NJ, Daw ND.",PLoS Comput Biol. 2011 Oct;7(10):e1002235. doi: 10.1371/journal.pcbi.1002235. Epub 2011 Oct 27.,Gustafson NJ,PLoS Comput Biol,2011,03/11/2011,PMC3203050,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,The molecular genetics of executive function: role of monoamine system genes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.biopsych.2010.12.040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21397212,"Barnes JJ, Dean AJ, Nandam LS, O'Connell RG, Bellgrove MA.",Biol Psychiatry. 2011 Jun 15;69(12):e127-43. doi: 10.1016/j.biopsych.2010.12.040. Epub 2011 Mar 11.,Barnes JJ,Biol Psychiatry,2011,15/03/2011,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,The influence of internal models on feedback-related brain activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-020-00820-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32812148,"Wurm F, Ernst B, Steinhauser M.",Cogn Affect Behav Neurosci. 2020 Oct;20(5):1070-1089. doi: 10.3758/s13415-020-00820-6.,Wurm F,Cogn Affect Behav Neurosci,2020,20/08/2020,PMC7497542,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,Genetic/obesity group,NA,NA,NA,NA,NA,NA,NA,NA,An Obesity-Predisposing Variant of the FTO Gene Regulates D2R-Dependent Reward Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1523/JNEUROSCI.1589-15.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26354923,"Sevgi M, Rigoux L, Kühn AB, Mauer J, Schilbach L, Hess ME, Gruendler TO, Ullsperger M, Stephan KE, Brüning JC, Tittgemeyer M.",J Neurosci. 2015 Sep 9;35(36):12584-92. doi: 10.1523/JNEUROSCI.1589-15.2015.,Sevgi M,J Neurosci,2015,11/09/2015,PMC6605390,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REPEAT OF ABOVE,,,NA,NA,NA,NA,NA,NA,NA,NA,DYT1 dystonia increases risk taking in humans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7554/eLife.14155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27249418,"Arkadir D, Radulescu A, Raymond D, Lubarr N, Bressman SB, Mazzoni P, Niv Y.",Elife. 2016 Jun 1;5:e14155. doi: 10.7554/eLife.14155.,Arkadir D,Elife,2016,02/06/2016,PMC4951192,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,In primates,NA,NA,NA,NA,NA,NA,NA,NA,A neural network model with dopamine-like reinforcement signal that learns a spatial delayed response task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/s0306-4522(98)00697-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10391468,"Suri RE, Schultz W.",Neuroscience. 1999;91(3):871-90. doi: 10.1016/s0306-4522(98)00697-6.,Suri RE,Neuroscience,1999,03/07/1999,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,In rodents,NA,NA,NA,NA,NA,NA,NA,NA,Retroactive modulation of spike timing-dependent plasticity by dopamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7554/eLife.09685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26516682,"Brzosko Z, Schultz W, Paulsen O.",Elife. 2015 Oct 30;4:e09685. doi: 10.7554/eLife.09685.,Brzosko Z,Elife,2015,31/10/2015,PMC4626806,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,How the opinion of others affects our valuation of objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.cub.2010.04.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20619815,"Campbell-Meiklejohn DK, Bach DR, Roepstorff A, Dolan RJ, Frith CD.",Curr Biol. 2010 Jul 13;20(13):1165-70. doi: 10.1016/j.cub.2010.04.055. Epub 2010 Jun 17.,Campbell-Meiklejohn DK,Curr Biol,2010,13/07/2010,PMC2908235,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In fruit flies,NA,NA,NA,NA,NA,NA,NA,NA,Reward foraging task and model-based analysis reveal how fruit flies learn value of available options,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0239616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007023,"Seidenbecher SE, Sanders JI, von Philipsborn AC, Kvitsiani D.",PLoS One. 2020 Oct 2;15(10):e0239616. doi: 10.1371/journal.pone.0239616. eCollection 2020.,Seidenbecher SE,PLoS One,2020,02/10/2020,PMC7531776,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Feedback timing modulates interactions between feedback processing and memory encoding: Evidence from event-related potentials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-019-00765-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31900874,"Höltje G, Mecklinger A.",Cogn Affect Behav Neurosci. 2020 Apr;20(2):250-264. doi: 10.3758/s13415-019-00765-5.,Höltje G,Cogn Affect Behav Neurosci,2020,05/01/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,"Full behavioral results from this sample are reported in [6]; briefly, participants with a history of suicidal behavior were less responsive to reinforcement and struggled to distinguish options close in value.",NA,NA,NA,NA,NA,NA,NA,NA,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41386-020-0632-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32035425,2,Neuropsychopharmacology. 2020 May;45(6):1034-1041. doi: 10.1038/s41386-020-0632-0. Epub 2020 Feb 8.,Brown VM,Neuropsychopharmacology,2020,09/02/2020,PMC7162923,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Learning from delayed feedback: neural responses in temporal credit assignment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-011-0027-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21416212,"Walsh MM, Anderson JR.",Cogn Affect Behav Neurosci. 2011 Jun;11(2):131-43. doi: 10.3758/s13415-011-0027-0.,Walsh MM,Cogn Affect Behav Neurosci,2011,19/03/2011,PMC3208325,NIHMS329925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Mesocorticolimbic Interactions Mediate fMRI-Guided Regulation of Self-Generated Affective States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3390/brainsci10040223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32276411,Caria A.,Brain Sci. 2020 Apr 8;10(4):223. doi: 10.3390/brainsci10040223.,Caria A,Brain Sci,2020,12/04/2020,PMC7226604,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Systems/circuits,NA,NA,NA,NA,NA,NA,NA,NA,Dopamine modulation of state-dependent endocannabinoid release and long-term depression in the striatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1523/JNEUROSCI.2959-05.2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16280591,"Kreitzer AC, Malenka RC.",J Neurosci. 2005 Nov 9;25(45):10537-45. doi: 10.1523/JNEUROSCI.2959-05.2005.,Kreitzer AC,J Neurosci,2005,11/11/2005,PMC6725809,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
