Include/exclude,Reason,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
,,J,"Ogishima, H; Maeda, S; Tanaka, Y; Shimada, H",,,,"Ogishima, Hiroyoshi; Maeda, Shunta; Tanaka, Yuki; Shimada, Hironori",,,"Effects of Depressive Symptoms, Feelings, and Interoception on Reward-Based Decision-Making: Investigation Using Reinforcement Learning Model",BRAIN SCIENCES,,,,,,,,,,,,"Background: In this study, we examined the relationships between reward-based decision-making in terms of learning rate, memory rate, exploration rate, and depression-related subjective emotional experience, in terms of interoception and feelings, to understand how reward-based decision-making is impaired in depression. Methods: In all, 52 university students were randomly assigned to an experimental group and a control group. To manipulate interoception, the participants in the experimental group were instructed to tune their internal somatic sense to the skin-conductance-response waveform presented on a display. The participants in the control group were only instructed to stay relaxed. Before and after the manipulation, the participants completed a probabilistic reversal-learning task to assess reward-based decision-making using reinforcement learning modeling. Similarly, participants completed a probe-detection task, a heartbeat-detection task, and self-rated scales. Results: The experimental manipulation of interoception was not successful. In the baseline testing, reinforcement learning modeling indicated a marginally-significant correlation between the exploration rate and depressive symptoms. However, the exploration rate was significantly associated with lower interoceptive attention and higher depressive feeling. Conclusions: The findings suggest that situational characteristics may be closely involved in reward exploration and highlight the clinically-meaningful possibility that intervention for affective processes may impact reward-based decision-making in those with depression.",,,,,"Maeda, Shunta/0000-0002-3561-2352; Ogishima, Hiroyoshi/0000-0003-0604-5309; Shimada, Hironori/0000-0002-9457-1589",,,,,,,,,,,,,2076-3425,,,,AUG,2020,10,8,,,,,,,508,10.3390/brainsci10080508,,,,,,,WOS:000564145500001,32752282,,,,,
,,J,"Paret, C; Bublatzky, F",,,,"Paret, Christian; Bublatzky, Florian",,,Threat rapidly disrupts reward reversal learning,BEHAVIOUR RESEARCH AND THERAPY,,,,,,,,,,,,"Threat changes cognition and facilitates adaptive coping. However, when threat becomes overwhelming, it may be deleterious to mental health, especially for vulnerable individuals. Flexible decision-making was probed with a reward reversal task to investigate how well healthy participants (N = 34) can adapt to changes in reward contingency when they expect adverse events (i.e., electric shocks). In comparison to a safe control condition, the threat of shock significantly impaired reward reversal learning. Moreover, enhanced self-reported threat ratings and elevated skin conductance levels support the successful induction of stressful and aversive apprehensions. The findings are in line with literature showing the stress-induced inhibition of goal-directed behavior at the advantage of a reflexive (habitual) response style. Notably, reversal learning was rapidly restored with the omission of threat through several cycles of threat and safety contexts within one experimental session. These results extend the literature and illuminate the immediate consequence of a sustained threatening stressor (and its removal) on decision-making. Better knowledge of the immediate effects of anticipatory anxiety on behavior could improve understanding of psychopathology and may be informative for the development of effective therapy for anxiety and emotion dysregulation.",,,,"Bublatzky, Florian/J-6105-2019; Bublatzky, Florian/F-7563-2017","Bublatzky, Florian/0000-0002-7726-0682",,,,,,,,,,,,0005-7967,1873-622X,,,,AUG,2020,131,,,,,,,,103636,10.1016/j.brat.2020.103636,,,,,,,WOS:000541091400012,32387886,,,,,
,,J,"Soder, HE; Cooper, JA; Lopez-Gamundi, P; Hoots, JK; Nunez, C; Lawlor, VM; Lane, SD; Treadway, MT; Wardle, MC",,,,"Soder, Heather E.; Cooper, Jessica A.; Lopez-Gamundi, Paula; Hoots, Jennifer K.; Nunez, Cecilia; Lawlor, Victoria M.; Lane, Scott D.; Treadway, Michael T.; Wardle, Margaret C.",,,Dose-response effects ofd-amphetamine on effort-based decision-making and reinforcement learning,NEUROPSYCHOPHARMACOLOGY,,,,,,,,,,,,"Effort-related decision-making and reward learning are both dopamine-dependent, but preclinical research suggests they depend on different dopamine signaling dynamics. Therefore, the same dose of a dopaminergic medication could have differential effects on effort for reward vs. reward learning. However, no study has tested how effort and reward learning respond to the same dopaminergic medication within subjects. The current study aimed to test the effect of therapeutic doses ofd-amphetamine on effort for reward and reward learning in the same healthy volunteers. Participants (n = 30) completed the Effort Expenditure for Reward Task (EEfRT) measure of effort-related decision-making, and the Probabilistic Reward Task (PRT) measure of reward learning, under placebo and two doses ofd-amphetamine (10 mg, and 20 mg). Secondarily, we examined whether the individual characteristics of baseline working memory and willingness to exert effort for reward moderated the effects ofd-amphetamine.d-Amphetamine increased willingness to exert effort, particularly at low to intermediate expected values of reward. Computational modeling analyses suggested this was due to decreased effort discounting rather than probability discounting or decision consistency. Both baseline effort and working memory emerged as moderators of this effect, such that d-amphetamine increased effort more in individuals with lower working memory and lower baseline effort, also primarily at low to intermediate expected values of reward. In contrast,d-amphetamine had no significant effect on reward learning. These results have implications for treatment of neuropsychiatric disorders, which may be characterized by multiple underlying reward dysfunctions.",,,,,"Lopez-Gamundi, Paula/0000-0001-5437-5404",,,,,,,,,,,,0893-133X,1740-634X,,,,,,,,,,,,,,,10.1038/s41386-020-0779-8,,JUL 2020,,,,,WOS:000555366500002,32722661,,,,,
,,J,"Morriss, J; Wake, S; Lindner, M; McSorley, E; Dodd, H",,,,"Morriss, Jayne; Wake, Shannon; Lindner, Michael; McSorley, Eugene; Dodd, Helen",,,How many times do I need to see to believe? The impact of intolerance of uncertainty and exposure experience on safety-learning and retention in young adults,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,,,,,,,,,,,,"Individuals who score high in self-reported Intolerance of Uncertainty (IU) display difficulties updating threat associations to safe associations. Here we sought to determine whether individuals who score high in IU can learn and retain new safety associations if given more exposure. We recorded skin conductance response, pupil dilation and expectancy ratings during an associative threat learning task with acquisition, same-day extinction and next-day extinction phases. Participants (n = 144) were assigned to either a regular exposure (32 trials of same-day and next-day extinction) or extended exposure condition (48 trials of same-day and next-day extinction). We failed to replicate previous work showing that IU is associated with poorer safety-learning indexed via SCR. We found preliminary evidence for promoted safety-retention in individuals with higher Inhibitory IU in the extended exposure condition, relative to individuals with higher Inhibitory IU in the regular exposure condition, indexed via SCR. These findings further our current understanding of the role of IU in safety-learning and -retention, informing models of IU and exposure-based treatments.",,,,,,,,,,,,,,,,,0167-8760,1872-7697,,,,JUL,2020,153,,,,,,8,17,,10.1016/j.ijpsycho.2020.04.012,,,,,,,WOS:000538769700002,32320712,,,,,
,,J,"Gazit, T; Gonen, T; Gurevitch, G; Cohen, N; Strauss, I; Zeevi, Y; Yamin, H; Fahoum, F; Hendler, T; Fried, I",,,,"Gazit, Tomer; Gonen, Tal; Gurevitch, Guy; Cohen, Noa; Strauss, Ido; Zeevi, Yoav; Yamin, Hagar; Fahoum, Firas; Hendler, Talma; Fried, Itzhak",,,The role of mPFC and MTL neurons in human choice under goal-conflict,NATURE COMMUNICATIONS,,,,,,,,,,,,"Resolving approach-avoidance conflicts relies on encoding motivation outcomes and learning from past experiences. Accumulating evidence points to the role of the Medial Temporal Lobe (MTL) and Medial Prefrontal Cortex (mPFC) in these processes, but their differential contributions have not been convincingly deciphered in humans. We detect 310 neurons from mPFC and MTL from patients with epilepsy undergoing intracranial recordings and participating in a goal-conflict task where rewards and punishments could be controlled or not. mPFC neurons are more selective to punishments than rewards when controlled. However, only MTL firing following punishment is linked to a lower probability for subsequent approach behavior. mPFC response to punishment precedes a similar MTL response and affects subsequent behavior via an interaction with MTL firing. We thus propose a model where approach-avoidance conflict resolution in humans depends on outcome value tagging in mPFC neurons influencing encoding of such value in MTL to affect subsequent choice.",,,,"Gurevitch, Guy/ABB-4725-2020","Gurevitch, Guy/0000-0001-9245-6838; Fahoum, Firas/0000-0003-2262-5530",,,,,,,,,,,,2041-1723,,,,,JUN 24,2020,11,1,,,,,,,3192,10.1038/s41467-020-16908-z,,,,,,,WOS:000548926500008,32581214,,,,,
,,J,"Li, JP; Qiu, S; Du, CD; Wang, YX; He, HG",,,,"Li, Jinpeng; Qiu, Shuang; Du, Changde; Wang, Yixin; He, Huiguang",,,Domain Adaptation for EEG Emotion Recognition Based on Latent Representation Similarity,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,,,,,,,,,,,,"Emotion recognition has many potential applications in the real world. Among the many emotion recognition methods, electroencephalogram (EEG) shows advantage in reliability and accuracy. However, the individual differences of EEG limit the generalization of emotion classifiers across subjects. Moreover, due to the nonstationary characteristic of EEG, the signals of one subject change over time, which is a challenge to acquire models that could work across sessions. In this article, we propose a novel domain adaptation method to generalize the emotion recognition models across subjects and sessions. We use neural networks to implement the emotion recognition models, which are optimized by minimizing the classification error on the source while making the source and the target similar in their latent representations. Considering the functional differences of the network layers, we use adversarial training to adapt the marginal distributions in the early layers and perform association reinforcement to adapt the conditional distributions in the last layers. In this way, we approximately adapt the joint distributions by simultaneously adapting marginal distributions and conditional distributions. The method is compared with multiple representatives and recent domain adaptation algorithms on benchmark SEED and DEAP for recognizing three and four affective states, respectively. The experimental results show that the proposed method reaches and outperforms the state of the arts.",,,,,"/0000-0001-8701-2642; He, Huiguang/0000-0002-0684-1711",,,,,,,,,,,,2379-8920,2379-8939,,,,JUN,2020,12,2,,,,,344,353,,10.1109/TCDS.2019.2949306,,,,,,,WOS:000542972700021,,,,,,
,,J,"Rupprechter, S; Romaniuk, L; Series, P; Hirose, Y; Hawkins, E; Sandu, AL; Waiter, GD; McNeil, CJ; Shen, XY; Harris, MA; Campbell, A; Porteous, D; Macfarlane, JA; Lawrie, SM; Murray, AD; Delgado, MR; McIntosh, AM; Whalley, HC; Steele, JD",,,,"Rupprechter, Samuel; Romaniuk, Liana; Series, Peggy; Hirose, Yoriko; Hawkins, Emma; Sandu, Anca-Larisa; Waiter, Gordon D.; McNeil, Christopher J.; Shen, Xueyi; Harris, Mathew A.; Campbell, Archie; Porteous, David; Macfarlane, Jennifer A.; Lawrie, Stephen M.; Murray, Alison D.; Delgado, Mauricio R.; McIntosh, Andrew M.; Whalley, Heather C.; Steele, J. Douglas",,,Blunted medial prefrontal cortico-limbic reward-related effective connectivity and depression,BRAIN,,,,,,,,,,,,"Major depressive disorder is a leading cause of disability and significant mortality, yet mechanistic understanding remains limited. Over the past decade evidence has accumulated from case-control studies that depressive illness is associated with blunted reward activation in the basal ganglia and other regions such as the medial prefrontal cortex. However it is unclear whether this finding can be replicated in a large number of subjects. The functional anatomy of the medial prefrontal cortex and basal ganglia has been extensively studied and the former has excitatory glutamatergic projections to the latter. Reduced effect of glutamatergic projections from the prefrontal cortex to the nucleus accumbens has been argued to underlie motivational disorders such as depression, and many prominent theories of major depressive disorder propose a role for abnormal cortico-limbic connectivity. However, it is unclear whether there is abnormal reward-linked effective connectivity between the medial prefrontal cortex and basal ganglia related to depression. While resting state connectivity abnormalities have been frequently reported in depression, it has not been possible to directly link these findings to reward-learning studies. Here, we tested two main hypotheses. First, mood symptoms are associated with blunted striatal reward prediction error signals in a large community-based sample of recovered and currently ill patients, similar to reports from a number of studies. Second, event-related directed medial prefrontal cortex to basal ganglia effective connectivity is abnormally increased or decreased related to the severity of mood symptoms. Using a Research Domain Criteria approach, data were acquired from a large community-based sample of subjects who participated in a probabilistic reward learning task during event-related functional MRI. Computational modelling of behaviour, model-free and model-based functional MRI, and effective connectivity dynamic causal modelling analyses were used to test hypotheses. Increased depressive symptom severity was related to decreased reward signals in areas which included the nucleus accumbens in 475 participants. Decreased rewardrelated effective connectivity from the medial prefrontal cortex to striatum was associated with increased depressive symptom severity in 165 participants. Decreased striatal activity may have been due to decreased cortical to striatal connectivity consistent with glutamatergic and cortical-limbic related theories of depression and resulted in reduced direct pathway basal ganglia output. Further study of basal ganglia pathophysiology is required to better understand these abnormalities in patients with depressive symptoms and syndromes.",,,,"Shen, Xueyi/AAS-8960-2020","Shen, Xueyi/0000-0002-0538-4774; Rupprechter, Samuel/0000-0002-8708-1928; Lawrie, Stephen/0000-0002-2444-5675; Steele, J Douglas/0000-0002-9822-8753; Waiter, Gordon/0000-0002-5313-9845; Sandu, Anca-Larisa/0000-0002-5555-4129; Murray, Alison/0000-0003-4915-4847",,,,,,,,,,,,0006-8950,1460-2156,,,,JUN,2020,143,,6,,,,1946,1956,,10.1093/brain/awaa106,,,,,,,WOS:000541788700035,32385498,,,,,
,,J,"Yoshino, A; Okamoto, Y; Sumiya, Y; Okada, G; Takamura, M; Ichikawa, N; Nakano, T; Shibasaki, C; Aizawa, H; Yamawaki, Y; Kawakami, K; Yokoyama, S; Yoshimoto, J; Yamawaki, S",,,,"Yoshino, Atsuo; Okamoto, Yasumasa; Sumiya, Yuki; Okada, Go; Takamura, Masahiro; Ichikawa, Naho; Nakano, Takashi; Shibasaki, Chiyo; Aizawa, Hidenori; Yamawaki, Yosuke; Kawakami, Kyoko; Yokoyama, Satoshi; Yoshimoto, Junichiro; Yamawaki, Shigeto",,,Importance of the Habenula for Avoidance Learning Including Contextual Cues in the Human Brain: A Preliminary fMRI Study,FRONTIERS IN HUMAN NEUROSCIENCE,,,,,,,,,,,,"Human habenula studies are gradually advancing, primarily through the use of functional magnetic resonance imaging (fMRI) analysis of passive (Pavlovian) conditioning tasks as well as probabilistic reinforcement learning tasks. However, no studies have particularly targeted aversive prediction errors, despite the essential importance for the habenula in the field. Complicated learned strategies including contextual contents are involved in making aversive prediction errors during the learning process. Therefore, we examined habenula activation during a contextual learning task. We performed fMRI on a group of 19 healthy controls. We assessed the manually traced habenula during negative outcomes during the contextual learning task. The Beck Depression Inventory-Second Edition (BDI-II), the State-Trait-Anxiety Inventory (STAI), and the Temperament and Character Inventory (TCI) were also administered. The left and right habenula were activated during aversive outcomes and the activation was associated with aversive prediction errors. There was also a positive correlation between TCI reward dependence scores and habenula activation. Furthermore, dynamic causal modeling (DCM) analyses demonstrated the left and right habenula to the left and right hippocampus connections during the presentation of contextual stimuli. These findings serve to highlight the neural mechanisms that may be relevant to understanding the broader relationship between the habenula and learning processes.",,,,"Nakano, Takashi/B-6061-2015","Nakano, Takashi/0000-0003-0707-4486; Aizawa, Hidenori/0000-0002-2896-1298",,,,,,,,,,,,1662-5161,,,,,MAY 12,2020,14,,,,,,,,165,10.3389/fnhum.2020.00165,,,,,,,WOS:000537213000001,32477084,,,,,
,,J,"Gilbertson, T; Arkadir, D; Steele, JD",,,,"Gilbertson, Tom; Arkadir, David; Steele, J. Douglas",,,Opposing patterns of abnormal D1 and D2 receptor dependent cortico-striatal plasticity explain increased risk taking in patients with DYT1 dystonia,PLOS ONE,,,,,,,,,,,,"Patients with DYT1 dystonia caused by the mutated TOR1A gene exhibit risk neutral behaviour compared to controls who are risk averse in the same reinforcement learning task. It is unclear whether this behaviour can be linked to changes in cortico-striatal plasticity demonstrated in animal models which share the same TOR1A mutation. We hypothesised that we could reproduce the experimental risk taking behaviour using a model of the basal ganglia under conditions where cortico-striatal plasticity was abnormal. As dopamine exerts opposing effects on cortico-striatal plasticity via different receptors expressed on medium spiny neurons (MSN) of the direct (D1R dominant, dMSNs) and indirect (D2R dominant, iMSNs) pathways, we tested whether abnormalities in cortico-striatal plasticity in one or both of these pathways could explain the patient's behaviour. Our model could generate simulated behaviour indistinguishable from patients when cortico-striatal plasticity was abnormal in both dMSNs and iMSNs in opposite directions. The risk neutral behaviour of the patients was replicated when increased cortico-striatal long term potentiation in dMSN's was in combination with increased long term depression in iMSN's. This result is consistent with previous observations in rodent models of increased cortico-striatal plasticity at in dMSNs, but contrasts with the pattern reported in vitro of dopamine D2 receptor dependant increases in cortico-striatal LTP and loss of LTD at iMSNs. These results suggest that additional factors in patients who manifest motor symptoms may lead to divergent effects on D2 receptor dependant cortico-striatal plasticity that are not apparent in rodent models of this disease.",,,,,"Steele, J Douglas/0000-0002-9822-8753; Gilbertson, Tom/0000-0002-9866-1565",,,,,,,,,,,,1932-6203,,,,,MAY 4,2020,15,5,,,,,,,e0226790,10.1371/journal.pone.0226790,,,,,,,WOS:000536959700004,32365120,,,,,
,,J,"Haller, S; Stoddard, J; Pagliaccio, D; Bui, H; McGillivrary, C; Brotman, M",,,,"Haller, Simone; Stoddard, Joel; Pagliaccio, David; Bui, Hong; McGillivrary, Caroline; Brotman, Melissa",,,Computational Modeling of Attentional Impairments in Disruptive Mood Dysregulation and Attention Deficit/Hyperactivity Disorder,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0006-3223,1873-2402,,,,MAY 1,2020,87,9,,S,,,S155,S156,,,,,,,,,WOS:000535308200372,,,,,,
,,J,"Scholz, V; Kandroodi, MR; Algermissen, J; den Ouden, H",,,,"Scholz, Vanessa; Kandroodi, Mojtaba Rostami; Algermissen, Johannes; den Ouden, Hanneke",,,Dissociable Effects of Mood-Anxiety and Compulsive Symptom Dimensions on Motivational Biases in Decision-Making,BIOLOGICAL PSYCHIATRY,,,,,75th Annual Scientific Convention and Meeting of the Society-of-Biological-Psychiatry (SOBP),"APR 30-MAY 02, 2020","New York, NY",Soc Biol Psychiat,,,,,,,,,,,,,,,,,,,,,0006-3223,1873-2402,,,,MAY 1,2020,87,9,,S,,,S382,S383,,,,,,,,,WOS:000535308201180,,,,,,
,,J,"Sharp, P; Dolan, R; Eldar, E",,,,"Sharp, Paul; Dolan, Raymond; Eldar, Eran",,,Effects of Task-Irrelevant Arousal on State Transition Learning,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0006-3223,1873-2402,,,,MAY 1,2020,87,9,,S,,,S168,S168,,,,,,,,,WOS:000535308200404,,,,,,
,,J,"Mendl, M; Paul, ES",,,,"Mendl, Michael; Paul, Elizabeth S.",,,Animal affect and decision-making,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,,,,,,,,"The scientific study of animal affect (emotion) is an area of growing interest. Whilst research on mechanism and causation has predominated, the study of function is less advanced. This is not due to a lack of hypotheses; in both humans and animals, affective states are frequently proposed to play a pivotal role in coordinating adaptive responses and decisions. However, exactly how they might do this (what processes might implement this function) is often left rather vague. Here we propose a framework for integrating animal affect and decision-making that is couched in modern decision theory and employs an operational definition that aligns with dimensional concepts of core affect and renders animal affect empirically tractable. We develop a model of how core affect, including short-term (emotion-like) and longer-term (mood-like) states, influence decision-making via processes that we label affective options, affective predictions, and affective outcomes and which correspond to similar concepts in schema of the links between human emotion and decision-making. Our framework is generalisable across species and generates questions for future research.",,,,,,,,,,,,,,,,,0149-7634,1873-7528,,,,MAY,2020,112,,,,,,144,163,,10.1016/j.neubiorev.2020.01.025,,,,,,,WOS:000531016100011,31991192,,,,,
