Include/exclude at abstract review,Reason,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
0,Review paper,J,"Huys, QJM; Maia, TV; Frank, MJ",,,,"Huys, Quentin J. M.; Maia, Tiago V.; Frank, Michael J.",,,Computational psychiatry as a bridge from neuroscience to clinical applications,NATURE NEUROSCIENCE,,,,,,,,,,,,,,,,,"Frank, Michael/0000-0001-8451-0523; Maia, Tiago/0000-0002-5254-0389",,,,,,,,,,,,1097-6256,1546-1726,,,,MAR,2016,19,3,,,,,404,413,,10.1038/nn.4238,,,,,,,WOS:000370822200009,26906507,,,,
0,Nonclinical,J,"Radell, ML; Sanchez, R; Weinflash, N; Myers, CE",,,,"Radell, Milen L.; Sanchez, Rosanna; Weinflash, Noah; Myers, Catherine E.",,,The personality trait of behavioral inhibition modulates perceptions of moral character and performance during the trust game: behavioral results and computational modeling,PEERJ,,,,,,,,,,,,,,,,,"Myers, Catherine/0000-0002-2776-4823",,,,,,,,,,,,2167-8359,,,,,Feb-08,2016,4,,,,,,,,e1631,10.7717/peerj.1631,,,,,,,WOS:000370933300002,27004148,,,,
0,Gambling,J,"James, RJE; O'Malley, C; Tunney, RJ",,,,"James, Richard J. E.; O'Malley, Claire; Tunney, Richard J.",,,Why are Some Games More Addictive than Others: The Effects of Timing and Payoff on Perseverance in a Slot Machine Game,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,,"James, Richard/0000-0002-6644-7011; Tunney, Richard/0000-0003-4673-757X",,,,,,,,,,,,1664-1078,,,,,Feb-02,2016,7,,,,,,,,46,10.3389/fpsyg.2016.00046,,,,,,,WOS:000369097100003,26869955,,,,
0,Review paper,J,"Ramnero, J; Folke, F; Kanter, JW",,,,"Ramnero, Jonas; Folke, Fredrik; Kanter, Jonathan W.",,,A learning theory account of depression,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,,,,,,,,,,,,,,,,,"Kanter, Jonathan/0000-0001-5317-5152",,,,,,,,,,,,0036-5564,1467-9450,,,,FEB,2016,57,1,,,,,73,82,,10.1111/sjop.12233,,,,,,,WOS:000372356400010,26094553,,,,
0,Review paper,J,"Benarous, X; Cohen, D",,,,"Benarous, X.; Cohen, D.",,,To err is human? Interests of chaotic models to study adult psychiatric disorders and developmental disorders,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0013-7006,,,,,FEB,2016,42,1,,,,,82,89,,10.1016/j.encep.2015.06.002,,,,,,,WOS:000371750400011,26231988,,,,
0,Parkinson's disease,J,"Sharp, ME; Foerde, K; Daw, ND; Shohamy, D",,,,"Sharp, Madeleine E.; Foerde, Karin; Daw, Nathaniel D.; Shohamy, Daphna",,,Dopamine selectively remediates 'model-based' reward learning: a computational approach,BRAIN,,,,,,,,,,,,,,,,,"Foerde, Karin/0000-0002-5804-9312",,,,,,,,,,,,0006-8950,1460-2156,,,,Feb-01,2016,139,,2,,,,355,364,,10.1093/brain/awv347,,,,,,,WOS:000370205100016,26685155,,,,
0,Review chapter,B,"Huys, QJM",,"Redish, AD; Gordon, JA",,"Huys, Quentin J. M.",,,A Valuation Framework for Emotions Applied to Depression and Recurrence,COMPUTATIONAL PSYCHIATRY: NEW PERSPECTIVES ON MENTAL ILLNESS,Strungmann Forum Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-0-262-03542-2,,,,2016,,,,,,,275,292,,,,,,,,,WOS:000413539500016,,,,,
0,Robot,S,"Kirtay, M; Vannucci, L; Falotico, E; Oztop, E; Laschi, C",,"Asfour, T; Billard, A; Harada, K; Kulic, D; Ude, A; Venture, G; Yamane, K; Yokoi, K; Yoshida, E",,"Kirtay, Murat; Vannucci, Lorenzo; Falotico, Egidio; Oztop, Erhan; Laschi, Cecilia",,,Sequential Decision Making Based on Emergent Emotion for a Humanoid Robot,2016 IEEE-RAS 16TH INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),IEEE-RAS International Conference on Humanoid Robots,,,,16th IEEE-RAS International Conference on Humanoid Robots (Humanoids),"NOV 15-17, 2016","Mexican Assoc Comp Vis Robot & Neural Comp, Cancun, MEXICO","IEEE Robot & Automat Soc, Disney Res, ROBOTIS, INTEL, PAL, MACVNR, CONACYT, CINVESTAV",Mexican Assoc Comp Vis Robot & Neural Comp,,,,,,,"Oztop, Erhan/K-8111-2012; Laschi, Cecilia/P-7525-2018","Oztop, Erhan/0000-0002-3051-6038; KIRTAY, Murat/0000-0001-5524-8220; Falotico, Egidio/0000-0001-8060-8080; Laschi, Cecilia/0000-0001-5248-1043",,,,,,,,,,,,2164-0572,,978-1-5090-4718-5,,,,2016,,,,,,,1101,1106,,,,,,,,,WOS:000403009300163,,,,,
0,Review paper,J,"Appukuttan, DP",,,,"Appukuttan, Deva Priya",,,Strategies to manage patients with dental anxiety and dental phobia: literature review,CLINICAL COSMETIC AND INVESTIGATIONAL DENTISTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179-1357,,,,,,2016,8,,,,,,35,50,,10.2147/CCIDE.S63626,,,,,,,WOS:000381874900002,27022303,,,,
0,Review,J,"Mehta, UM; Keshavan, MS; Gangadhar, BN",,,,"Mehta, Urvakhsh Meherwan; Keshavan, Matcheri S.; Gangadhar, Bangalore N.",,,Bridging the schism of schizophrenia through yoga-Review of putative mechanisms,INTERNATIONAL REVIEW OF PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0954-0261,1369-1627,,,,,2016,28,3,,,SI,,254,264,,10.1080/09540261.2016.1176905,,,,,,,WOS:000378652800006,27187680,,,,
0,Review paper,J,"Eldar, E; Rutledge, RB; Dolan, RJ; Niv, Y",,,,"Eldar, Eran; Rutledge, Robb B.; Dolan, Raymond J.; Niv, Yael",,,Mood as Representation of Momentum,TRENDS IN COGNITIVE SCIENCES,,,,,,,,,,,,,,,,,"Rutledge, Robb/0000-0001-7337-5039",,,,,,,,,,,,1364-6613,,,,,JAN,2016,20,1,,,,,15,24,,10.1016/j.tics.2015.07.010,,,,,,,WOS:000368206300005,26545853,,,,
0,Review paper,J,"Adams, RA; Huys, QJM; Roiser, JP",,,,"Adams, Rick A.; Huys, Quentin J. M.; Roiser, Jonathan P.",,,Computational Psychiatry: towards a mathematically informed understanding of mental illness,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,,,,,,,,,,,,,,,,"Adams, Rick/M-7640-2015","Adams, Rick/0000-0002-7661-8881",,,,,,,,,,,,0022-3050,1468-330X,,,,JAN,2016,87,1,,,,,53,63,,10.1136/jnnp-2015-310737,,,,,,,WOS:000366732700009,26157034,,,,
0,No control group ,J,"Webb, CA; Dillon, DG; Pechtel, P; Goer, FK; Murray, L; Huys, QJM; Fava, M; McGrath, PJ; Weissman, M; Parsey, R; Kurian, BT; Adams, P; Weyandt, S; Trombello, JM; Grannemann, B; Cooper, CM; Deldin, P; Tenke, C; Trivedi, M; Bruder, G; Pizzagalli, DA",,,,"Webb, Christian A.; Dillon, Daniel G.; Pechtel, Pia; Goer, Franziska K.; Murray, Laura; Huys, Quentin J. M.; Fava, Maurizio; McGrath, Patrick J.; Weissman, Myrna; Parsey, Ramin; Kurian, Benji T.; Adams, Phillip; Weyandt, Sarah; Trombello, Joseph M.; Grannemann, Bruce; Cooper, Crystal M.; Deldin, Patricia; Tenke, Craig; Trivedi, Madhukar; Bruder, Gerard; Pizzagalli, Diego A.",,,Neural Correlates of Three Promising Endophenotypes of Depression: Evidence from the EMBARC Study,NEUROPSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,"Parsey, Ramin V/J-8254-2014; Pizzagalli, Diego A./Z-1595-2019","Goer, Franziska/0000-0002-4641-9945; Trombello, Joseph/0000-0002-4953-3831",,,,,,,,,,,,0893-133X,1740-634X,,,,JAN,2016,41,2,,,,,454,463,,10.1038/npp.2015.165,,,,,,,WOS:000366599400008,26068725,,,,
0,Nicotine dependence,J,"Hall, FS; Der-Avakian, A; Gould, TJ; Markou, A; Shoaib, M; Young, JW",,,,"Hall, F. Scott; Der-Avakian, Andre; Gould, Thomas J.; Markou, Athina; Shoaib, Mohammed; Young, Jared W.",,,Negative affective states and cognitive impairments in nicotine dependence,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,2014 Annual Meeting of the International-Behavioral-Neuroscience-Society (IBNS 2014),"JUN 10-15, 2014","Las Vegas, NV",,,,,,,,,"Der-Avakian, Andre/Q-5201-2018; Hall, Frank/C-3036-2013","Hall, Frank/0000-0002-0822-4063",,,,,,,,,,,,0149-7634,1873-7528,,,,NOV,2015,58,,,,,,168,185,,10.1016/j.neubiorev.2015.06.004,,,,,,,WOS:000367498700012,26054790,,,,
0,COMT - off topic,J,"Baetu, I; Burns, NR; Urry, K; Barbante, GG; Pitcher, JB",,,,"Baetu, Irina; Burns, Nicholas R.; Urry, Kristi; Barbante, Girolamo Giovanni; Pitcher, Julia B.",,,"Commonly-occurring polymorphisms in the COMT, DRD1 and DRD2 genes influence different aspects of motor sequence learning in humans",NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,,"Baetu, Irina/0000-0002-5565-7136",,,,,,,,,,,,1074-7427,1095-9564,,,,NOV,2015,125,,,,,,176,188,,10.1016/j.nlm.2015.09.009,,,,,,,WOS:000365455100022,26419600,,,,
0,In mice,J,"Matson, LM; Grahame, NJ",,,,"Matson, Liana M.; Grahame, Nicholas J.",,,Emotional reactivity to incentive downshift as a correlated response to selection of high and low alcohol preferring mice and an influencing factor on ethanol intake,ALCOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0741-8329,1873-6823,,,,NOV,2015,49,7,,,,,657,664,,10.1016/j.alcohol.2015.08.002,,,,,,,WOS:000365377300004,26404495,,,,
0,Simulation,J,"Zendehrouh, S",,,,"Zendehrouh, Sareh",,,A new computational account of cognitive control over reinforcement-based decision-making: Modeling of a probabilistic learning task,NEURAL NETWORKS,,,,,,,,,,,,,,,,"Zendehrouh, Sareh/B-9845-2019","Zendehrouh, Sareh/0000-0001-5009-2976",,,,,,,,,,,,0893-6080,1879-2782,,,,NOV,2015,71,,,,,,112,123,,10.1016/j.neunet.2015.08.006,,,,,,,WOS:000364160900011,26339919,,,,
0,Review paper,J,"Etkin, A; Buchel, C; Gross, JJ",,,,"Etkin, Amit; Buechel, Christian; Gross, James J.",,,The neural bases of emotion regulation,NATURE REVIEWS NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471-003X,1471-0048,,,,NOV,2015,16,11,,,,,693,+,,10.1038/nrn4044,,,,,,,WOS:000363273000010,26481098,,,,
0,Neurons/circuits,J,"Brzosko, Z; Schultz, W; Paulsen, O",,,,"Brzosko, Zuzanna; Schultz, Wolfram; Paulsen, Ole",,,Retroactive modulation of spike timing-dependent plasticity by dopamine,ELIFE,,,,,,,,,,,,,,,,,"Paulsen, Ole/0000-0002-2258-5455",,,,,,,,,,,,2050-084X,,,,,Oct-30,2015,4,,,,,,,,e09685,10.7554/eLife.09685,,,,,,,WOS:000373895600001,26516682,,,,
0,No clinical group,J,"Bakic, J; De Raedt, R; Jepma, M; Pourtois, G",,,,"Bakic, Jasmina; De Raedt, Rudi; Jepma, Marieke; Pourtois, Gilles",,,What is in the feedback? Effect of induced happiness vs. sadness on probabilistic learning with vs. without exploration,FRONTIERS IN HUMAN NEUROSCIENCE,,,,,,,,,,,,,,,,"De Raedt, Rudi/A-3269-2012","De Raedt, Rudi/0000-0001-6781-4808; JEPMA, MARIEKE/0000-0002-7903-0135",,,,,,,,,,,,1662-5161,,,,,Oct-29,2015,9,,,,,,,,584,10.3389/fnhum.2015.00584,,,,,,,WOS:000366489600001,26578929,,,,
0,No clinical group,J,"Aberg, KC; Doell, KC; Schwartz, S",,,,"Aberg, Kristoffer Carl; Doell, Kimberly C.; Schwartz, Sophie",,,Hemispheric Asymmetries in Striatal Reward Responses Relate to Approach-Avoidance Learning and Encoding of Positive-Negative Prediction Errors in Dopaminergic Midbrain Regions,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,"Aberg, Kristoffer/F-1040-2018","Aberg, Kristoffer/0000-0002-0970-400X; Doell, Kimberly/0000-0002-0043-9609; Schwartz, Sophie/0000-0001-7718-4053",,,,,,,,,,,,0270-6474,,,,,Oct-28,2015,35,43,,,,,14491,14500,,10.1523/JNEUROSCI.1859-15.2015,,,,,,,WOS:000366053400008,26511241,,,,
0,Review paper,J,"Ducasse, D; Denis, H",,,,"Ducasse, D.; Denis, H.",,,Pathological nighttime fears in children: Clinical specificities and effective therapeutics,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,,,,,,,,,,,,,,,,,"ducasse, deborah/0000-0003-3874-5748",,,,,,,,,,,,0013-7006,,,,,SEP,2015,41,4,,,,,323,331,,10.1016/j.encep.2014.10.022,,,,,,,WOS:000370581200007,25542451,,,,
0,No clinical group,J,"Gershman, SJ; Hartley, CA",,,,"Gershman, Samuel J.; Hartley, Catherine A.",,,Individual differences in learning predict the return of fear,LEARNING & BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543-4494,1543-4508,,,,SEP,2015,43,3,,,,,243,250,,10.3758/s13420-015-0176-z,,,,,,,WOS:000363725100004,26100524,,,,
0,No modelling,J,"Johnston, BA; Tolomeo, S; Gradin, V; Christmas, D; Matthews, K; Steele, JD",,,,"Johnston, Blair A.; Tolomeo, Serenella; Gradin, Victoria; Christmas, David; Matthews, Keith; Steele, J. Douglas",,,Failure of hippocampal deactivation during loss events in treatment-resistant depression,BRAIN,,,,,,,,,,,,,,,,"Steele, Douglas/AAB-9889-2019; Christmas, David/C-7300-2011; Steele, J Douglas/A-8972-2017","Steele, Douglas/0000-0002-9822-8753; Christmas, David/0000-0002-6565-8722; Steele, J Douglas/0000-0002-9822-8753; Tolomeo, Serenella/0000-0003-0740-7893; Matthews, Keith/0000-0002-4478-5888",,,,,,,,,,,,0006-8950,1460-2156,,,,Sep-01,2015,138,,9,,,,2766,2776,,10.1093/brain/awv177,,,,,,,WOS:000361396200033,26133661,,,,
0,in rats,J,"Rabin, BM; Carrihill-Knoll, KL; Shukitt-Hale, B",,,,"Rabin, Bernard M.; Carrihill-Knoll, Kirsty L.; Shukitt-Hale, Barbara",,,Comparison of the Effectiveness of Exposure to Low-LET Helium Particles (He-4) and Gamma Rays (Cs-137) on the Disruption of Cognitive Performance,RADIATION RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0033-7587,1938-5404,,,,SEP,2015,184,3,,,,,266,272,,10.1667/RR14001.1,,,,,,,WOS:000361238600004,26284421,,,,
0,Anaesthesia control,J,"Padmanabhan, R; Meskin, N; Haddad, WM",,,,"Padmanabhan, Regina; Meskin, Nader; Haddad, Wassim M.",,,Closed-loop control of anesthesia and mean arterial pressure using reinforcement learning,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,,,,,,,,,,,,,,,,,"Meskin, Nader/0000-0003-3098-9369",,,,,,,,,,,,1746-8094,1746-8108,,,,SEP,2015,22,,,,,,54,64,,10.1016/j.bspc.2015.05.013,,,,,,,WOS:000360865100006,,,,,
0,"HRV, no modelling",J,"Wendt, J; Neubert, J; Koenig, J; Thayer, JF; Hamm, AO",,,,"Wendt, Julia; Neubert, Joerg; Koenig, Julian; Thayer, Julian F.; Hamm, Alfons O.",,,Resting heart rate variability is associated with inhibition of conditioned fear,PSYCHOPHYSIOLOGY,,,,,,,,,,,,,,,,"; Koenig, Julian/J-8863-2017","Wendt, Julia/0000-0003-2299-5881; Koenig, Julian/0000-0003-1009-9625",,,,,,,,,,,,0048-5772,1469-8986,,,,SEP,2015,52,9,,,,,1161,1166,,10.1111/psyp.12456,,,,,,,WOS:000359852300005,26095980,,,,
0,In marmoset,J,"Rygula, R; Clarke, HF; Cardinal, RN; Cockcroft, GJ; Xia, J; Dalley, JW; Robbins, TW; Roberts, AC",,,,"Rygula, Rafal; Clarke, Hannah F.; Cardinal, Rudolf N.; Cockcroft, Gemma J.; Xia, Jing; Dalley, Jeff W.; Robbins, Trevor W.; Roberts, Angela C.",,,Role of Central Serotonin in Anticipation of Rewarding and Punishing Outcomes: Effects of Selective Amygdala or Orbitofrontal 5-HT Depletion,CEREBRAL CORTEX,,,,,,,,,,,,,,,,,"Rygula, Rafal/0000-0002-3662-5833; Robbins, Trevor/0000-0003-0642-5977; Cardinal, Rudolf/0000-0002-8751-5167; Roberts, ANgela/0000-0003-2873-157X; Dalley, Jeffrey/0000-0002-2282-3660",,,,,,,,,,,,1047-3211,1460-2199,,,,SEP,2015,25,9,,,,,3064,3076,,10.1093/cercor/bhu102,,,,,,,WOS:000361464000065,24879752,,,,
0,Review paper,J,"Admon, R; Pizzagalli, DA",,,,"Admon, Roee; Pizzagalli, Diego A.",,,Dysfunctional reward processing in depression,CURRENT OPINION IN PSYCHOLOGY,,,,,,,,,,,,,,,,"Pizzagalli, Diego A./Z-1595-2019","Pizzagalli, Diego/0000-0002-7772-1143",,,,,,,,,,,,2352-250X,,,,,AUG,2015,4,,,,,,114,118,,10.1016/j.copsyc.2014.12.011,,,,,,,WOS:000364779500021,26258159,,,,
0,In rats,J,"Childs, JE; Alvarez-Dieppa, AC; McIntyre, CK; Kroener, S",,,,"Childs, Jessica E.; Alvarez-Dieppa, Amanda C.; McIntyre, Christa K.; Kroener, Sven",,,Vagus Nerve Stimulation as a Tool to Induce Plasticity in Pathways Relevant for Extinction Learning,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,,,,,,,,,,,,,,,,"Kroener, Sven/F-4561-2012","Kroener, Sven/0000-0003-1728-8111",,,,,,,,,,,,1940-087X,,,,,AUG,2015,,102,,,,,,,e53032,10.3791/53032,,,,,,,WOS:000361537100035,26325100,,,,
0,Review paper,J,"Chen, C; Takahashi, T; Nakagawa, S; Inoue, T; Kusumi, I",,,,"Chen, Chong; Takahashi, Taiki; Nakagawa, Shin; Inoue, Takeshi; Kusumi, Ichiro",,,Reinforcement learning in depression: A review of computational research,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,,,,,,,,,,,,"Inoue, Takeshi/X-8057-2019; Inoue, Takeshi/D-7431-2012; Chen, Chong/F-7448-2015","Inoue, Takeshi/0000-0001-5248-1289; Chen, Chong/0000-0002-3189-7397",,,,,,,,,,,,0149-7634,1873-7528,,,,AUG,2015,55,,,,,,247,267,,10.1016/j.neubiorev.2015.05.005,,,,,,,WOS:000358271000019,25979140,,,,
0,In mice,J,"Daher, F; Mattioli, R",,,,"Daher, Fernanda; Mattioli, Rosana",,,Impairment in the aversive memory of mice in the inhibitory avoidance task but not in the elevated plus maze through intra-amygdala injections of histamine,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,,,,,,,,,,,,,,,,"Mattioli, Rosana/K-9046-2013; Daher, Fernanda/K-4029-2013","Mattioli, Rosana/0000-0002-8069-4609; ",,,,,,,,,,,,0091-3057,,,,,AUG,2015,135,,,,,,237,245,,10.1016/j.pbb.2015.05.023,,,,,,,WOS:000358628300029,26079070,,,,
0,No modelling,J,"McGinn, LK; Nooner, KB; Cohen, J; Leaberry, KD",,,,"McGinn, L. K.; Nooner, K. B.; Cohen, J.; Leaberry, K. D.",,,The Role of Early Experience and Cognitive Vulnerability: Presenting a Unified Model of the Etiology of Panic,COGNITIVE THERAPY AND RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0147-5916,1573-2819,,,,AUG,2015,39,4,,,,,508,519,,10.1007/s10608-015-9673-9,,,,,,,WOS:000357658100009,,,,,
0,In rats,J,"Radell, ML; Beck, KD; Pang, KCH; Myers, CE",,,,"Radell, Milen L.; Beck, Kevin D.; Pang, Kevin C. H.; Myers, Catherine E.",,,Using signals associated with safety in avoidance learning: computational model of sex differences,PEERJ,,,,,,,,,,,,,,,,,"Myers, Catherine/0000-0002-2776-4823",,,,,,,,,,,,2167-8359,,,,,Jul-14,2015,3,,,,,,,,e1081,10.7717/peerj.1081,,,,,,,WOS:000358691000003,26213650,,,,
0,No modelling,J,"Bot, M; Chan, MK; Jansen, R; Lamers, F; Vogelzangs, N; Steiner, J; Leweke, FM; Rothermundt, M; Cooper, J; Bahn, S; Penninx, BWJH",,,,"Bot, M.; Chan, M. K.; Jansen, R.; Lamers, F.; Vogelzangs, N.; Steiner, J.; Leweke, F. M.; Rothermundt, M.; Cooper, J.; Bahn, S.; Penninx, B. W. J. H.",,,Serum proteomic profiling of major depressive disorder,TRANSLATIONAL PSYCHIATRY,,,,,,,,,,,,,,,,"Lamers, Femke/G-5161-2012; Penninx, Brenda WJH/S-7627-2017; Leweke, F. Markus/D-5435-2009; Lamers, Femke/M-9742-2018","Penninx, Brenda WJH/0000-0001-7779-9672; Leweke, F. Markus/0000-0002-8163-195X; Lamers, Femke/0000-0003-4344-5766; Chan, Man/0000-0002-4866-5170; Steiner, Johann/0000-0002-2611-2268",,,,,,,,,,,,2158-3188,,,,,Jul-14,2015,5,,,,,,,,e599,10.1038/tp.2015.88,,,,,,,WOS:000367660600001,26171980,,,,
0,In rats,J,"Servatius, RJ; Avcu, P; Ko, N; Jiao, XL; Beck, KD; Minor, TR; Pang, KCH",,,,"Servatius, Richard J.; Avcu, Pelin; Ko, Nora; Jiao, Xilu; Beck, Kevin D.; Minor, Thomos R.; Pang, Kevin C. H.",,,Avoidance expression in rats as a function of signal-shock interval: strain and sex differences,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662-5153,,,,,Jul-06,2015,9,,,,,,,,168,10.3389/fnbeh.2015.00168,,,,,,,WOS:000357877100001,26217200,,,,
0,No clinical group,J,"Lindstrom, B; Olsson, A",,,,"Lindstrom, Bjorn; Olsson, Andreas",,,Mechanisms of Social Avoidance Learning Can Explain the Emergence of Adaptive and Arbitrary Behavioral Traditions in Humans,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0096-3445,1939-2222,,,,JUN,2015,144,3,,,,,688,703,,10.1037/xge0000071,,,,,,,WOS:000355841000018,25867224,,,,
0,Meta-analysis,J,"Chase, HW; Kumar, P; Eickhoff, SB; Dombrovski, AY",,,,"Chase, Henry W.; Kumar, Poornima; Eickhoff, Simon B.; Dombrovski, Alexandre Y.",,,Reinforcement learning models and their neural correlates: An activation likelihood estimation meta-analysis,COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,"Eickhoff, Simon B./K-2061-2013","Eickhoff, Simon B./0000-0001-6363-2759; Dombrovski, Alexandre/0000-0002-2054-4772",,,,,,,,,,,,1530-7026,1531-135X,,,,JUN,2015,15,2,,,,,435,459,,10.3758/s13415-015-0338-7,,,,,,,WOS:000354641800014,25665667,,,,
0,No modelling,J,"Holly, LE; Pina, AA",,,,"Holly, Lindsay E.; Pina, Armando A.",,,Variations in the Influence of Parental Socialization of Anxiety among Clinic Referred Children,CHILD PSYCHIATRY & HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,"Pina, Armando/L-8003-2019",,,,,,,,,,,,,0009-398X,1573-3327,,,,JUN,2015,46,3,,,,,474,484,,10.1007/s10578-014-0487-x,,,,,,,WOS:000352792300014,25159312,,,,
0,No modelling,J,"van Tilburg, MAL; Levy, RL; Walker, LS; Von Korff, M; Feld, LD; Garner, M; Feld, AD; Whitehead, WE",,,,"van Tilburg, Miranda A. L.; Levy, Rona L.; Walker, Lynn S.; Von Korff, Michael; Feld, Lauren D.; Garner, Michelle; Feld, Andrew D.; Whitehead, William E.",,,Psychosocial mechanisms for the transmission of somatic symptoms from parents to children,WORLD JOURNAL OF GASTROENTEROLOGY,,,,,,,,,,,,,,,,"Meireles, Priscila/N-4788-2015","van tilburg, miranda/0000-0002-0504-9829",,,,,,,,,,,,1007-9327,2219-2840,,,,May-14,2015,21,18,,,,,5532,5541,,10.3748/wjg.v21.i18.5532,,,,,,,WOS:000354800200011,25987776,,,,
0,No modelling,J,"van der Sluis, CM; van Steensel, FJA; Bogels, SM",,,,"van der Sluis, C. M.; van Steensel, F. J. A.; Bogels, S. M.",,,Parenting clinically anxious versus healthy control children aged 4-12 years,JOURNAL OF ANXIETY DISORDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0887-6185,1873-7897,,,,MAY,2015,32,,,,,,1,7,,10.1016/j.janxdis.2015.03.002,,,,,,,WOS:000355707100001,25819172,,,,
0,Meeting abstract,J,"Huys, Q",,,,"Huys, Quentin",,,Computational Process Models of Emotion-cognition Interactions,BIOLOGICAL PSYCHIATRY,,,,,"70th Annual Scientific Meeting of the Society-of-Biological-Psychiatry on Stress, Emotion, Neurodevelopment and Psychopathology","MAY 14-16, 2015","Toronto, CANADA",Soc Biol Psychiat,,,,,,,,,,,,,,,,,,,,,0006-3223,1873-2402,,,,May-01,2015,77,9,,S,,102,40S,40S,,,,,,,,,WOS:000352207500103,,,,,
0,No means/sds displayed,J,"Dombrovski, AY; Szanto, K; Clark, L; Aizenstein, HJ; Chase, HW; Reynolds, CF; Siegle, GJ",,,,"Dombrovski, A. Y.; Szanto, K.; Clark, L.; Aizenstein, H. J.; Chase, H. W.; Reynolds, C. F., III; Siegle, G. J.",,,Corticostriatothalamic reward prediction error signals and executive control in late-life depression,PSYCHOLOGICAL MEDICINE,,,,,,,,,,,,,,,,"Aizenstein, Howard J/P-4432-2017","Aizenstein, Howard J/0000-0003-4897-6582; Clark, Luke/0000-0003-1103-2422; Dombrovski, Alexandre/0000-0002-2054-4772",,,,,,,,,,,,0033-2917,1469-8978,,,,MAY,2015,45,7,,,,,1413,1424,,10.1017/S0033291714002517,,,,,,,WOS:000351920000006,25319564,,,,
0,Simulation study,J,"Sheynin, J; Moustafa, AA; Beck, KD; Servatius, RJ; Myers, CE",,,,"Sheynin, Jony; Moustafa, Ahmed A.; Beck, Kevin D.; Servatius, Richard J.; Myers, Catherine E.",,,Testing the role of reward and punishment sensitivity in avoidance behavior: A computational modeling approach,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,,"Myers, Catherine/0000-0002-2776-4823; Moustafa, Ahmed/0000-0001-5971-273X; Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,0166-4328,1872-7549,,,,Apr-15,2015,283,,,,,,121,138,,10.1016/j.bbr.2015.01.033,,,,,,,WOS:000351973000017,25639540,,,,
0,Antisocial personality/psychopathy,J,"Gregory, S; Blair, RJ; Ffytche, D; Simmons, A; Kumari, V; Hodgins, S; Blackwood, N",,,,"Gregory, Sarah; Blair, R. James; Ffytche, Dominic; Simmons, Andrew; Kumari, Veena; Hodgins, Sheilagh; Blackwood, Nigel",,,Punishment and psychopathy: a case-control functional MRI investigation of reinforcement learning in violent antisocial personality disordered men,LANCET PSYCHIATRY,,,,,,,,,,,,,,,,"Simmons, Andrew/B-8848-2008; Kumari, Veena/C-6842-2009","Simmons, Andrew/0000-0003-2306-5811; Kumari, Veena/0000-0002-9635-5505; Blackwood, Nigel/0000-0002-5909-203X; ffytche, Dominic/0000-0002-4214-9642",,,,,,,,,,,,2215-0374,,,,,FEB,2015,2,2,,,,,153,160,,10.1016/S2215-0366(14)00071-6,,,,,,,WOS:000352705900020,26359751,,,,
